,u_index,tag_id,weight
996,114.0,4.0,5.0
997,114.0,24.0,1.0
998,114.0,22.0,3.0
999,114.0,14.0,2.0
1000,115.0,4.0,1.0
1001,115.0,25.0,2.0
1002,115.0,2.0,3.0
1003,115.0,3.0,5.0
1004,115.0,21.0,4.0
1005,115.0,14.0,1.0
1006,115.0,5.0,4.0
1007,115.0,11.0,6.0
1008,115.0,0.0,1.0
1009,115.0,20.0,1.0
1010,115.0,26.0,1.0
1011,115.0,15.0,1.0
1012,115.0,17.0,1.0
1013,116.0,10.0,5.0
1014,116.0,16.0,5.0
1015,116.0,13.0,3.0
1016,116.0,14.0,2.0
1017,116.0,3.0,5.0
1018,116.0,9.0,2.0
1019,116.0,4.0,2.0
1020,116.0,25.0,5.0
1021,116.0,2.0,2.0
1022,116.0,20.0,1.0
1023,116.0,18.0,1.0
1024,117.0,10.0,2.0
1025,117.0,3.0,5.0
1026,117.0,14.0,1.0
1027,117.0,16.0,1.0
1028,117.0,21.0,4.0
1029,118.0,3.0,6.0
1030,118.0,21.0,2.0
1031,118.0,11.0,1.0
1032,118.0,26.0,3.0
1033,118.0,0.0,1.0
1034,118.0,7.0,1.0
1035,118.0,10.0,1.0
1036,118.0,4.0,1.0
1037,118.0,14.0,1.0
1038,118.0,22.0,1.0
1039,118.0,5.0,1.0
1040,118.0,24.0,1.0
1041,118.0,16.0,1.0
1042,119.0,3.0,7.0
1043,119.0,11.0,1.0
1044,119.0,21.0,2.0
1045,119.0,12.0,1.0
1046,119.0,0.0,3.0
1047,119.0,10.0,3.0
1048,119.0,29.0,1.0
1049,119.0,4.0,3.0
1050,119.0,25.0,3.0
1051,119.0,2.0,3.0
1052,119.0,17.0,1.0
1053,119.0,6.0,1.0
1054,120.0,21.0,1.0
1055,120.0,12.0,3.0
1056,120.0,4.0,2.0
1057,120.0,2.0,2.0
1058,120.0,3.0,5.0
1059,120.0,19.0,1.0
1060,120.0,8.0,1.0
1061,120.0,5.0,1.0
1062,120.0,11.0,1.0
1063,120.0,16.0,1.0
1064,121.0,3.0,2.0
1065,121.0,30.0,1.0
1066,121.0,0.0,2.0
1067,121.0,10.0,3.0
1068,121.0,21.0,2.0
1069,121.0,5.0,2.0
1070,121.0,11.0,8.0
1071,121.0,4.0,8.0
1072,121.0,2.0,10.0
1073,121.0,25.0,4.0
1074,121.0,16.0,2.0
1075,122.0,3.0,9.0
1076,122.0,10.0,3.0
1077,122.0,9.0,3.0
1078,122.0,21.0,4.0
1079,122.0,14.0,1.0
1080,122.0,16.0,1.0
1081,122.0,8.0,1.0
1082,122.0,26.0,1.0
1083,122.0,11.0,1.0
1084,123.0,26.0,2.0
1085,123.0,10.0,2.0
1086,123.0,21.0,3.0
1087,123.0,18.0,3.0
1088,123.0,3.0,5.0
1089,123.0,14.0,1.0
1090,123.0,22.0,1.0
1091,123.0,5.0,2.0
1092,123.0,11.0,1.0
1093,123.0,30.0,2.0
1094,123.0,0.0,1.0
1095,124.0,25.0,2.0
1096,124.0,14.0,2.0
1097,124.0,16.0,2.0
1098,124.0,3.0,6.0
1099,124.0,0.0,3.0
1100,124.0,21.0,1.0
1101,124.0,22.0,1.0
1102,124.0,5.0,2.0
1103,124.0,11.0,2.0
1104,124.0,2.0,3.0
1105,124.0,4.0,1.0
1106,124.0,6.0,1.0
1107,124.0,10.0,2.0
1108,125.0,3.0,8.0
1109,125.0,21.0,4.0
1110,125.0,18.0,1.0
1111,125.0,14.0,2.0
1112,125.0,16.0,3.0
1113,125.0,13.0,1.0
1114,125.0,11.0,1.0
1115,125.0,10.0,1.0
1116,125.0,0.0,1.0
1117,125.0,25.0,1.0
1118,126.0,10.0,1.0
1119,126.0,21.0,3.0
1120,126.0,3.0,6.0
1121,126.0,14.0,3.0
1122,126.0,22.0,1.0
1123,126.0,4.0,5.0
1124,126.0,16.0,1.0
1125,126.0,25.0,3.0
1126,126.0,20.0,1.0
1127,126.0,8.0,1.0
1128,126.0,5.0,2.0
1129,126.0,11.0,2.0
1130,126.0,2.0,2.0
1131,127.0,3.0,9.0
1132,127.0,7.0,1.0
1133,127.0,25.0,1.0
1134,127.0,16.0,3.0
1135,127.0,10.0,4.0
1136,127.0,18.0,2.0
1137,127.0,28.0,2.0
1138,127.0,4.0,2.0
1139,127.0,14.0,1.0
1140,128.0,10.0,4.0
1141,128.0,14.0,1.0
1142,128.0,16.0,1.0
1143,128.0,3.0,8.0
1144,128.0,12.0,1.0
1145,128.0,21.0,2.0
1146,128.0,4.0,4.0
1147,128.0,7.0,1.0
1148,128.0,17.0,1.0
1149,128.0,25.0,2.0
1150,128.0,2.0,1.0
1151,129.0,3.0,3.0
1152,129.0,10.0,1.0
1153,129.0,0.0,1.0
1154,130.0,3.0,4.0
1155,130.0,4.0,2.0
1156,130.0,22.0,2.0
1157,130.0,10.0,2.0
1158,131.0,3.0,8.0
1159,131.0,12.0,1.0
1160,131.0,4.0,4.0
1161,131.0,25.0,5.0
1162,131.0,2.0,2.0
1163,131.0,10.0,8.0
1164,131.0,11.0,2.0
1165,131.0,20.0,1.0
1166,131.0,21.0,2.0
1167,131.0,14.0,2.0
1168,132.0,3.0,6.0
1169,132.0,14.0,3.0
1170,132.0,16.0,2.0
1171,132.0,5.0,6.0
1172,132.0,11.0,1.0
1173,132.0,22.0,1.0
1174,132.0,10.0,5.0
1175,133.0,4.0,2.0
1176,133.0,5.0,2.0
1177,134.0,21.0,2.0
1178,134.0,5.0,2.0
1179,135.0,14.0,2.0
1180,135.0,16.0,2.0
1181,135.0,13.0,2.0
1182,135.0,25.0,1.0
1183,135.0,20.0,1.0
1184,135.0,3.0,5.0
1185,135.0,2.0,2.0
1186,135.0,10.0,4.0
1187,135.0,4.0,4.0
1188,135.0,11.0,2.0
1189,135.0,22.0,2.0
1190,135.0,19.0,1.0
1191,135.0,8.0,1.0
1192,136.0,23.0,3.0
1193,136.0,11.0,4.0
1194,136.0,2.0,4.0
1195,136.0,3.0,3.0
1196,136.0,0.0,1.0
1197,136.0,7.0,1.0
1198,136.0,10.0,2.0
1199,136.0,4.0,4.0
1200,136.0,25.0,3.0
1201,136.0,14.0,1.0
1202,137.0,4.0,2.0
1203,137.0,22.0,3.0
1204,137.0,3.0,1.0
1205,137.0,10.0,4.0
1206,137.0,14.0,2.0
1207,137.0,13.0,2.0
1208,137.0,5.0,2.0
1209,137.0,11.0,2.0
1210,138.0,10.0,2.0
1211,138.0,14.0,3.0
1212,138.0,16.0,2.0
1213,138.0,3.0,4.0
1214,138.0,22.0,1.0
1215,138.0,4.0,2.0
1216,138.0,11.0,1.0
1217,138.0,2.0,1.0
1218,138.0,25.0,1.0
1219,138.0,12.0,1.0
1220,138.0,19.0,1.0
1221,138.0,21.0,1.0
1222,139.0,10.0,3.0
1223,139.0,5.0,1.0
1224,139.0,12.0,1.0
1225,139.0,26.0,4.0
1226,139.0,3.0,3.0
1227,139.0,18.0,2.0
1228,139.0,17.0,3.0
1229,139.0,22.0,1.0
1230,139.0,4.0,1.0
1231,139.0,2.0,1.0
1232,140.0,26.0,1.0
1233,140.0,3.0,5.0
1234,140.0,0.0,1.0
1235,140.0,7.0,1.0
1236,140.0,4.0,5.0
1237,140.0,16.0,2.0
1238,140.0,2.0,2.0
1239,140.0,22.0,1.0
1240,140.0,14.0,3.0
1241,140.0,12.0,1.0
1242,140.0,5.0,1.0
1243,140.0,11.0,1.0
1244,140.0,25.0,1.0
1245,141.0,3.0,7.0
1246,141.0,21.0,2.0
1247,141.0,25.0,1.0
1248,141.0,14.0,3.0
1249,141.0,17.0,1.0
1250,141.0,13.0,1.0
1251,141.0,16.0,1.0
1252,141.0,10.0,2.0
1253,141.0,12.0,1.0
1254,141.0,0.0,1.0
1255,141.0,4.0,2.0
1256,141.0,11.0,1.0
1257,142.0,3.0,5.0
1258,142.0,10.0,6.0
1259,142.0,21.0,1.0
1260,142.0,25.0,1.0
1261,142.0,24.0,1.0
1262,142.0,19.0,1.0
1263,142.0,8.0,1.0
1264,142.0,17.0,1.0
1265,142.0,16.0,3.0
1266,142.0,22.0,3.0
1267,142.0,31.0,1.0
1268,143.0,3.0,5.0
1269,143.0,16.0,3.0
1270,143.0,7.0,2.0
1271,143.0,4.0,2.0
1272,143.0,22.0,2.0
1273,143.0,25.0,1.0
1274,143.0,14.0,2.0
1275,143.0,11.0,2.0
1276,143.0,2.0,1.0
1277,143.0,21.0,2.0
1278,143.0,5.0,1.0
1279,143.0,24.0,1.0
1280,144.0,4.0,7.0
1281,144.0,25.0,4.0
1282,144.0,2.0,6.0
1283,144.0,11.0,1.0
1284,144.0,3.0,1.0
1285,144.0,18.0,1.0
1286,144.0,0.0,1.0
1287,144.0,14.0,1.0
1288,144.0,16.0,2.0
1289,144.0,13.0,1.0
1290,144.0,22.0,1.0
1291,145.0,25.0,5.0
1292,145.0,14.0,3.0
1293,145.0,16.0,3.0
1294,145.0,20.0,1.0
1295,145.0,21.0,2.0
1296,145.0,5.0,2.0
1297,145.0,11.0,2.0
1298,145.0,4.0,5.0
1299,145.0,3.0,7.0
1300,145.0,10.0,3.0
1301,145.0,2.0,3.0
1302,145.0,22.0,2.0
1303,146.0,5.0,6.0
1304,146.0,11.0,3.0
1305,146.0,2.0,3.0
1306,146.0,3.0,1.0
1307,146.0,12.0,1.0
1308,146.0,14.0,3.0
1309,146.0,10.0,1.0
1310,146.0,24.0,1.0
1311,146.0,27.0,1.0
1312,146.0,22.0,1.0
1313,146.0,4.0,2.0
1314,146.0,25.0,2.0
1315,146.0,16.0,2.0
1316,147.0,21.0,2.0
1317,147.0,5.0,2.0
1318,147.0,11.0,2.0
1319,147.0,4.0,2.0
1320,147.0,25.0,2.0
1321,147.0,2.0,2.0
1322,147.0,3.0,1.0
1323,147.0,10.0,1.0
1324,147.0,0.0,1.0
1325,147.0,14.0,2.0
1326,147.0,16.0,2.0
1327,148.0,3.0,7.0
1328,148.0,25.0,3.0
1329,148.0,5.0,4.0
1330,148.0,11.0,4.0
1331,148.0,10.0,3.0
1332,148.0,14.0,2.0
1333,148.0,4.0,1.0
1334,148.0,2.0,1.0
1335,148.0,12.0,2.0
1336,148.0,22.0,2.0
1337,148.0,20.0,1.0
1338,149.0,3.0,2.0
1339,149.0,9.0,2.0
1340,149.0,25.0,1.0
1341,149.0,20.0,1.0
1342,150.0,3.0,4.0
1343,150.0,6.0,1.0
1344,150.0,10.0,2.0
1345,150.0,23.0,3.0
1346,150.0,21.0,2.0
1347,150.0,11.0,1.0
1348,150.0,14.0,1.0
1349,150.0,2.0,1.0
1350,150.0,30.0,1.0
1351,150.0,26.0,1.0
1352,151.0,10.0,1.0
1353,151.0,14.0,3.0
1354,151.0,16.0,2.0
1355,151.0,25.0,2.0
1356,151.0,3.0,3.0
1357,151.0,5.0,6.0
1358,151.0,4.0,3.0
1359,151.0,20.0,1.0
1360,151.0,21.0,2.0
1361,151.0,11.0,2.0
1362,151.0,22.0,1.0
1363,152.0,3.0,3.0
1364,152.0,21.0,2.0
1365,152.0,10.0,4.0
1366,152.0,26.0,4.0
1367,152.0,4.0,1.0
1368,152.0,2.0,1.0
1369,152.0,14.0,1.0
1370,153.0,4.0,4.0
1371,153.0,5.0,4.0
1372,153.0,16.0,2.0
1373,153.0,2.0,2.0
1374,153.0,3.0,3.0
1375,153.0,10.0,7.0
1376,153.0,11.0,4.0
1377,153.0,12.0,1.0
1378,153.0,14.0,1.0
1379,153.0,22.0,1.0
1380,154.0,3.0,8.0
1381,154.0,9.0,2.0
1382,154.0,0.0,6.0
1383,154.0,30.0,2.0
1384,154.0,5.0,2.0
1385,154.0,11.0,2.0
1386,154.0,2.0,2.0
1387,154.0,21.0,2.0
1388,154.0,7.0,1.0
1389,154.0,22.0,1.0
1390,155.0,5.0,5.0
1391,155.0,3.0,1.0
1392,155.0,4.0,4.0
1393,155.0,25.0,3.0
1394,155.0,16.0,1.0
1395,155.0,10.0,2.0
1396,155.0,17.0,1.0
1397,155.0,21.0,1.0
1398,155.0,2.0,2.0
1399,155.0,11.0,1.0
1400,156.0,3.0,8.0
1401,156.0,11.0,1.0
1402,156.0,16.0,5.0
1403,156.0,13.0,5.0
1404,156.0,14.0,1.0
1405,156.0,10.0,2.0
1406,156.0,4.0,3.0
1407,156.0,7.0,2.0
1408,156.0,20.0,2.0
1409,156.0,22.0,3.0
1410,156.0,17.0,1.0
1411,157.0,3.0,3.0
1412,157.0,4.0,1.0
1413,157.0,22.0,1.0
1414,157.0,10.0,2.0
1415,158.0,3.0,7.0
1416,158.0,10.0,3.0
1417,158.0,8.0,1.0
1418,158.0,21.0,2.0
1419,158.0,0.0,1.0
1420,158.0,14.0,1.0
1421,158.0,22.0,1.0
1422,158.0,12.0,1.0
1423,158.0,4.0,1.0
1424,158.0,25.0,1.0
1425,158.0,16.0,1.0
1426,158.0,11.0,1.0
1427,159.0,3.0,8.0
1428,159.0,10.0,4.0
1429,159.0,21.0,2.0
1430,159.0,29.0,2.0
1431,159.0,4.0,3.0
1432,159.0,25.0,3.0
1433,159.0,2.0,3.0
1434,160.0,10.0,2.0
1435,160.0,4.0,4.0
1436,160.0,25.0,3.0
1437,160.0,3.0,2.0
1438,160.0,27.0,1.0
1439,160.0,13.0,1.0
1440,160.0,11.0,2.0
1441,160.0,2.0,2.0
1442,161.0,10.0,5.0
1443,161.0,5.0,7.0
1444,161.0,12.0,1.0
1445,161.0,3.0,4.0
1446,161.0,0.0,2.0
1447,161.0,22.0,2.0
1448,161.0,4.0,12.0
1449,161.0,16.0,4.0
1450,161.0,2.0,4.0
1451,161.0,11.0,4.0
1452,161.0,14.0,2.0
1453,161.0,25.0,4.0
1454,162.0,21.0,2.0
1455,162.0,5.0,2.0
1456,162.0,10.0,2.0
1457,162.0,4.0,2.0
1458,162.0,22.0,2.0
1459,163.0,25.0,6.0
1460,163.0,20.0,3.0
1461,163.0,3.0,6.0
1462,163.0,10.0,5.0
1463,163.0,21.0,2.0
1464,163.0,4.0,9.0
1465,163.0,14.0,2.0
1466,163.0,16.0,2.0
1467,163.0,2.0,5.0
1468,163.0,11.0,3.0
1469,163.0,5.0,1.0
1470,164.0,10.0,2.0
1471,165.0,4.0,5.0
1472,165.0,11.0,2.0
1473,165.0,2.0,3.0
1474,165.0,25.0,7.0
1475,165.0,3.0,2.0
1476,165.0,16.0,2.0
1477,165.0,20.0,1.0
1478,165.0,10.0,1.0
1479,165.0,17.0,1.0
1480,166.0,30.0,1.0
1481,166.0,23.0,5.0
1482,166.0,3.0,2.0
1483,166.0,21.0,2.0
1484,166.0,11.0,1.0
1485,166.0,12.0,1.0
1486,166.0,27.0,1.0
1487,167.0,3.0,4.0
1488,167.0,21.0,6.0
1489,167.0,4.0,2.0
1490,167.0,5.0,4.0
1491,167.0,11.0,2.0
1492,167.0,10.0,2.0
1493,167.0,16.0,1.0
1494,167.0,22.0,1.0
1495,167.0,12.0,1.0
1496,167.0,2.0,1.0
1497,168.0,3.0,7.0
1498,168.0,12.0,3.0
1499,168.0,10.0,3.0
1500,168.0,21.0,4.0
1501,168.0,14.0,2.0
1502,168.0,16.0,2.0
1503,168.0,11.0,1.0
1504,168.0,4.0,1.0
1505,169.0,5.0,2.0
1506,169.0,18.0,2.0
1507,169.0,12.0,2.0
1508,170.0,4.0,7.0
1509,170.0,16.0,6.0
1510,170.0,22.0,3.0
1511,170.0,25.0,6.0
1512,170.0,20.0,1.0
1513,170.0,2.0,2.0
1514,170.0,3.0,2.0
1515,170.0,13.0,1.0
1516,170.0,11.0,1.0
1517,170.0,14.0,2.0
1518,171.0,3.0,9.0
1519,171.0,14.0,2.0
1520,171.0,22.0,1.0
1521,171.0,30.0,1.0
1522,171.0,0.0,2.0
1523,171.0,5.0,2.0
1524,171.0,11.0,2.0
1525,171.0,12.0,1.0
1526,171.0,9.0,1.0
1527,171.0,10.0,1.0
1528,172.0,7.0,1.0
1529,172.0,17.0,1.0
1530,172.0,3.0,5.0
1531,172.0,21.0,2.0
1532,172.0,11.0,1.0
1533,172.0,12.0,1.0
1534,172.0,25.0,2.0
1535,172.0,14.0,2.0
1536,172.0,4.0,1.0
1537,172.0,2.0,1.0
1538,172.0,22.0,1.0
1539,173.0,3.0,4.0
1540,173.0,22.0,2.0
1541,173.0,21.0,2.0
1542,173.0,11.0,1.0
1543,173.0,10.0,1.0
1544,173.0,2.0,1.0
1545,173.0,25.0,1.0
1546,174.0,14.0,7.0
1547,174.0,16.0,8.0
1548,174.0,3.0,8.0
1549,174.0,10.0,2.0
1550,174.0,4.0,6.0
1551,174.0,22.0,3.0
1552,174.0,13.0,3.0
1553,175.0,3.0,8.0
1554,175.0,6.0,1.0
1555,175.0,10.0,7.0
1556,175.0,21.0,3.0
1557,175.0,7.0,1.0
1558,175.0,14.0,1.0
1559,175.0,16.0,2.0
1560,176.0,3.0,7.0
1561,176.0,10.0,8.0
1562,176.0,5.0,2.0
1563,176.0,11.0,3.0
1564,176.0,4.0,3.0
1565,176.0,2.0,3.0
1566,176.0,25.0,4.0
1567,176.0,21.0,1.0
1568,176.0,8.0,1.0
1569,176.0,14.0,2.0
1570,176.0,13.0,2.0
1571,176.0,6.0,1.0
1572,177.0,10.0,7.0
1573,177.0,4.0,4.0
1574,177.0,5.0,2.0
1575,177.0,22.0,2.0
1576,177.0,3.0,5.0
1577,177.0,29.0,2.0
1578,177.0,12.0,1.0
1579,177.0,7.0,1.0
1580,177.0,17.0,1.0
1581,177.0,21.0,1.0
1582,178.0,5.0,7.0
1583,178.0,11.0,5.0
1584,178.0,4.0,4.0
1585,178.0,25.0,5.0
1586,178.0,2.0,3.0
1587,178.0,3.0,2.0
1588,178.0,10.0,2.0
1589,178.0,20.0,1.0
1590,178.0,21.0,2.0
1591,179.0,3.0,9.0
1592,179.0,21.0,3.0
1593,179.0,12.0,1.0
1594,179.0,14.0,4.0
1595,179.0,5.0,2.0
1596,179.0,11.0,2.0
1597,179.0,16.0,6.0
1598,179.0,18.0,2.0
1599,179.0,4.0,1.0
1600,179.0,25.0,1.0
1601,179.0,2.0,1.0
1602,179.0,13.0,2.0
1603,180.0,3.0,7.0
1604,180.0,7.0,2.0
1605,180.0,4.0,2.0
1606,180.0,0.0,1.0
1607,180.0,24.0,1.0
1608,180.0,14.0,2.0
1609,180.0,16.0,2.0
1610,180.0,10.0,1.0
1611,181.0,4.0,2.0
1612,181.0,7.0,1.0
1613,181.0,17.0,1.0
1614,181.0,3.0,5.0
1615,181.0,10.0,1.0
1616,181.0,0.0,1.0
1617,181.0,25.0,3.0
1618,181.0,2.0,3.0
1619,181.0,16.0,1.0
1620,181.0,20.0,1.0
1621,181.0,26.0,1.0
1622,181.0,21.0,1.0
1623,181.0,12.0,1.0
1624,182.0,21.0,2.0
1625,182.0,5.0,3.0
1626,182.0,10.0,1.0
1627,182.0,30.0,1.0
1628,183.0,3.0,3.0
1629,183.0,10.0,2.0
1630,183.0,4.0,1.0
1631,183.0,14.0,1.0
1632,183.0,21.0,1.0
1633,183.0,26.0,1.0
1634,183.0,30.0,1.0
1635,184.0,3.0,2.0
1636,184.0,21.0,2.0
1637,185.0,3.0,9.0
1638,185.0,11.0,2.0
1639,185.0,8.0,3.0
1640,185.0,4.0,2.0
1641,185.0,0.0,3.0
1642,185.0,14.0,3.0
1643,185.0,7.0,3.0
1644,185.0,17.0,1.0
1645,185.0,16.0,2.0
1646,185.0,10.0,1.0
1647,186.0,3.0,6.0
1648,186.0,24.0,1.0
1649,186.0,26.0,2.0
1650,186.0,14.0,1.0
1651,186.0,22.0,1.0
1652,186.0,9.0,2.0
1653,186.0,21.0,1.0
1654,187.0,21.0,2.0
1655,187.0,10.0,2.0
1656,187.0,26.0,1.0
1657,187.0,19.0,1.0
1658,187.0,8.0,1.0
1659,187.0,3.0,3.0
1660,187.0,4.0,1.0
1661,187.0,14.0,1.0
1662,187.0,2.0,1.0
1663,187.0,12.0,1.0
1664,188.0,3.0,4.0
1665,188.0,22.0,1.0
1666,188.0,16.0,1.0
1667,188.0,13.0,2.0
1668,188.0,4.0,5.0
1669,188.0,25.0,7.0
1670,188.0,2.0,4.0
1671,188.0,0.0,2.0
1672,188.0,17.0,3.0
1673,188.0,14.0,1.0
1674,189.0,3.0,5.0
1675,189.0,6.0,1.0
1676,189.0,10.0,3.0
1677,189.0,7.0,1.0
1678,189.0,4.0,4.0
1679,189.0,21.0,2.0
1680,189.0,14.0,2.0
1681,189.0,12.0,2.0
1682,189.0,16.0,3.0
1683,189.0,22.0,2.0
1684,189.0,11.0,1.0
1685,189.0,25.0,2.0
1686,190.0,10.0,4.0
1687,190.0,21.0,2.0
1688,190.0,11.0,1.0
1689,190.0,3.0,3.0
1690,190.0,14.0,1.0
1691,190.0,22.0,1.0
1692,190.0,30.0,1.0
1693,190.0,0.0,1.0
1694,191.0,4.0,2.0
1695,191.0,25.0,2.0
1696,191.0,2.0,2.0
1697,191.0,3.0,6.0
1698,191.0,10.0,4.0
1699,191.0,12.0,2.0
1700,191.0,22.0,2.0
1701,192.0,4.0,2.0
1702,192.0,11.0,1.0
1703,192.0,2.0,1.0
1704,192.0,10.0,3.0
1705,192.0,13.0,2.0
1706,192.0,21.0,1.0
1707,192.0,3.0,4.0
1708,192.0,29.0,1.0
1709,193.0,4.0,5.0
1710,193.0,11.0,1.0
1711,193.0,2.0,3.0
1712,193.0,3.0,1.0
1713,193.0,14.0,6.0
1714,193.0,16.0,4.0
1715,193.0,25.0,8.0
1716,193.0,5.0,4.0
1717,193.0,20.0,1.0
1718,193.0,22.0,2.0
1719,194.0,10.0,4.0
1720,194.0,14.0,1.0
1721,194.0,16.0,1.0
1722,194.0,3.0,7.0
1723,194.0,6.0,1.0
1724,194.0,2.0,2.0
1725,194.0,4.0,2.0
1726,194.0,25.0,2.0
1727,194.0,5.0,4.0
1728,194.0,11.0,1.0
1729,194.0,12.0,3.0
1730,194.0,22.0,2.0
1731,194.0,30.0,1.0
1732,194.0,0.0,2.0
1733,194.0,24.0,1.0
1734,195.0,14.0,2.0
1735,195.0,16.0,2.0
1736,196.0,4.0,5.0
1737,196.0,25.0,3.0
1738,196.0,14.0,1.0
1739,196.0,13.0,4.0
1740,196.0,3.0,3.0
1741,196.0,10.0,3.0
1742,196.0,21.0,1.0
1743,196.0,5.0,3.0
1744,196.0,11.0,3.0
1745,197.0,10.0,4.0
1746,197.0,13.0,1.0
1747,197.0,22.0,2.0
1748,197.0,3.0,6.0
1749,197.0,14.0,4.0
1750,197.0,16.0,3.0
1751,197.0,21.0,2.0
1752,197.0,25.0,1.0
1753,197.0,4.0,1.0
1754,197.0,0.0,1.0
1755,198.0,4.0,7.0
1756,198.0,25.0,7.0
1757,198.0,2.0,4.0
1758,198.0,3.0,3.0
1759,198.0,14.0,1.0
1760,198.0,16.0,1.0
1761,198.0,20.0,1.0
1762,198.0,5.0,3.0
1763,198.0,0.0,1.0
1764,198.0,7.0,1.0
1765,198.0,11.0,1.0
1766,198.0,13.0,1.0
1767,199.0,5.0,2.0
1768,199.0,11.0,2.0
1769,199.0,2.0,2.0
1770,200.0,3.0,2.0
1771,200.0,12.0,1.0
1772,200.0,21.0,3.0
1773,200.0,5.0,3.0
1774,200.0,10.0,1.0
1775,200.0,4.0,7.0
1776,200.0,25.0,7.0
1777,200.0,11.0,3.0
1778,200.0,2.0,4.0
1779,201.0,3.0,7.0
1780,201.0,16.0,4.0
1781,201.0,7.0,2.0
1782,201.0,12.0,1.0
1783,201.0,9.0,2.0
1784,201.0,19.0,1.0
1785,201.0,8.0,1.0
1786,201.0,4.0,3.0
1787,201.0,25.0,3.0
1788,201.0,2.0,3.0
1789,201.0,26.0,1.0
1790,201.0,24.0,1.0
1791,201.0,18.0,2.0
1792,202.0,4.0,6.0
1793,202.0,11.0,1.0
1794,202.0,2.0,6.0
1795,202.0,25.0,9.0
1796,202.0,14.0,1.0
1797,202.0,16.0,1.0
1798,202.0,3.0,1.0
1799,202.0,10.0,3.0
1800,202.0,0.0,1.0
1801,202.0,20.0,1.0
1802,202.0,5.0,2.0
1803,202.0,18.0,2.0
1804,202.0,12.0,2.0
1805,203.0,10.0,3.0
1806,203.0,14.0,1.0
1807,203.0,16.0,1.0
1808,203.0,4.0,4.0
1809,203.0,11.0,4.0
1810,203.0,2.0,5.0
1811,203.0,5.0,4.0
1812,203.0,18.0,1.0
1813,203.0,25.0,3.0
1814,203.0,3.0,3.0
1815,203.0,0.0,1.0
1816,204.0,4.0,3.0
1817,204.0,22.0,3.0
1818,204.0,10.0,5.0
1819,204.0,21.0,1.0
1820,204.0,3.0,6.0
1821,204.0,0.0,1.0
1822,204.0,2.0,1.0
1823,204.0,25.0,1.0
1824,204.0,20.0,1.0
1825,205.0,3.0,3.0
1826,205.0,6.0,1.0
1827,205.0,10.0,6.0
1828,205.0,21.0,3.0
1829,205.0,11.0,2.0
1830,205.0,24.0,1.0
1831,205.0,4.0,3.0
1832,205.0,2.0,1.0
1833,205.0,22.0,2.0
1834,205.0,5.0,1.0
1835,205.0,12.0,1.0
1836,206.0,4.0,2.0
1837,206.0,11.0,2.0
1838,206.0,2.0,2.0
1839,206.0,25.0,3.0
1840,206.0,20.0,1.0
1841,206.0,10.0,6.0
1842,206.0,3.0,5.0
1843,206.0,14.0,1.0
1844,206.0,16.0,1.0
1845,206.0,22.0,1.0
1846,206.0,28.0,1.0
1847,207.0,3.0,4.0
1848,207.0,14.0,3.0
1849,207.0,22.0,5.0
1850,207.0,16.0,3.0
1851,207.0,13.0,2.0
1852,207.0,10.0,2.0
1853,207.0,4.0,2.0
1854,207.0,25.0,1.0
1855,207.0,5.0,1.0
1856,208.0,16.0,3.0
1857,208.0,3.0,5.0
1858,208.0,10.0,2.0
1859,208.0,0.0,1.0
1860,208.0,11.0,2.0
1861,208.0,2.0,2.0
1862,208.0,25.0,1.0
1863,208.0,14.0,2.0
1864,208.0,4.0,1.0
1865,209.0,4.0,4.0
1866,209.0,11.0,1.0
1867,209.0,2.0,4.0
1868,209.0,3.0,5.0
1869,209.0,14.0,1.0
1870,209.0,22.0,1.0
1871,209.0,30.0,1.0
1872,209.0,0.0,2.0
1873,209.0,25.0,4.0
1874,209.0,20.0,1.0
1875,209.0,6.0,1.0
1876,209.0,10.0,3.0
1877,210.0,11.0,2.0
1878,210.0,2.0,4.0
1879,210.0,10.0,7.0
1880,210.0,4.0,6.0
1881,210.0,5.0,4.0
1882,210.0,18.0,2.0
1883,210.0,21.0,2.0
1884,210.0,22.0,2.0
1885,210.0,3.0,3.0
1886,210.0,25.0,4.0
1887,210.0,16.0,2.0
1888,211.0,3.0,10.0
1889,211.0,10.0,4.0
1890,211.0,5.0,2.0
1891,211.0,21.0,1.0
1892,211.0,14.0,1.0
1893,211.0,16.0,1.0
1894,211.0,26.0,1.0
1895,212.0,10.0,3.0
1896,212.0,21.0,5.0
1897,212.0,3.0,6.0
1898,212.0,14.0,1.0
1899,212.0,22.0,2.0
1900,212.0,15.0,1.0
1901,212.0,7.0,2.0
1902,212.0,19.0,1.0
1903,213.0,3.0,5.0
1904,213.0,10.0,3.0
1905,213.0,9.0,2.0
1906,213.0,21.0,2.0
1907,213.0,11.0,3.0
1908,213.0,25.0,7.0
1909,213.0,16.0,3.0
1910,213.0,4.0,8.0
1911,213.0,13.0,2.0
1912,213.0,17.0,2.0
1913,213.0,14.0,1.0
1914,213.0,2.0,2.0
1915,214.0,11.0,1.0
1916,214.0,2.0,1.0
1917,214.0,3.0,4.0
1918,214.0,10.0,2.0
1919,214.0,21.0,2.0
1920,214.0,16.0,2.0
1921,214.0,13.0,1.0
1922,214.0,4.0,1.0
1923,214.0,0.0,1.0
1924,215.0,4.0,5.0
1925,215.0,11.0,1.0
1926,215.0,2.0,3.0
1927,215.0,10.0,9.0
